SUBSCRIBER_ID#,ACCOUNT_ID#,CUSTOMER_ID#,GROUP_ID#,NAME,SUBSCRIBER_STATUS,STATUS_DATE,GENDER,BIRTHDATE,ID_TYPE,NATIONALITY,ACTIVATION_DATE,CUSTOMER_CLASS,SUBSCRIBER_TYPE,SUBSCRIPTION_PLAN_FAMILY_ID#,SUBSCRIPTION_PLAN_ID#,SERVICE_NUMBER#
70772852,1.0058E+17,1.01101E+15,,محمد العراقي,Active,9/8/2021,male,11/2/1988,ID Card,Egyptian,59:03.0,B+,Resedential,709008,819049,974686433
131418121,1.2642E+17,11062384627,,طارق الكردي,Active,1/12/2025,male,2/16/1996,Passport,French,46:06.0,C,Resedential,709008,460465743,222633022
64106778,1.0528E+17,11017218255,,خالد الحسيني,Active,12/6/2020,male,9/29/1974,ID Card,Egyptian,47:05.0,B+,Resedential,709008,819049,663658374
2201223604,1.10992E+17,1101178467,,شهد الشريف,Active,7/1/2011,female,9/30/1989,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,552176344
71662085,1.1433E+17,11024050687,,طارق الحسيني,Active,10/12/2021,male,5/21/1974,ID Card,Egyptian,43:13.0,B+,Resedential,709008,819049,233401114
91441513,1.1187E+17,11012199030,,سلمان الجبوري,Active,11/30/2024,male,2/10/1991,ID Card,Egyptian,07:27.0,A,Resedential,709009,819053,693420049
63212357,1.0224E+17,11016772339,,خالد الكردي,Active,11/5/2020,male,1/17/1976,ID Card,Egyptian,17:20.0,B+,Resedential,709008,460465743,33227662
79553283,1.1605E+17,1102813386,,سعيد الدوسري,Active,10/30/2022,male,4/18/1974,ID Card,Egyptian,33:31.0,C+,Resedential,709008,819049,863456965
2200975918,1.07792E+17,1.01791E+15,,ريم الحربي,Active,10/26/2016,female,7/7/1988,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819051,952171374
73693630,1.0036E+17,1.01101E+15,,سعيد الهاشمي,Active,1/10/2022,male,7/4/1991,ID Card,Egyptian,46:13.0,A,Resedential,709009,819053,572262664
2204547572,1.1567E+17,1104504488,2.01991E+16,إبراهيم الكردي,Active,4/29/2025,male,1/2/1993,ID Card,Egyptian,00:00.0,C,Resedential,460473729,460473731,402524966
120567471,1.2056E+17,11022760010,2.01991E+16,رنا الحسيني,Active,3/1/2025,female,11/14/1999,Passport,Ethiopian,30:52.0,A,Resedential,460473791,460473793,223487439
2203038017,1.15842E+17,1102994005,3200949946,سلمان العابد,Suspended,12/29/2024,male,7/1/1984,Commercial,Egyptian,41:11.0,B,Non-Resedential,709015,879026,33850056
2200836448,1.14642E+17,1100833635,,إبراهيم العراقي,Active,9/17/2023,male,2/14/1981,Governmental,Egyptian,00:00.0,B+,Resedential,709008,819049,403241846
72141782,1.1455E+17,11024344466,,فاطمة القحطاني,Active,11/1/2021,female,11/29/1996,ID Card,Egyptian,03:53.0,B,Resedential,709008,819049,132392444
128161812,1.3074E+17,11059259435,,إبراهيم الجبوري,Active,11/10/2024,male,1/1/1984,ID Card,Egyptian,57:47.0,B+,Resedential,709010,819057,483375252
2207440993,1.02032E+17,1.01791E+15,,سارة الأنصاري,Active,11/22/2018,female,8/20/1980,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,235322711
99139210,1.2671E+17,11046106421,,عبدالله العابد,Active,3/22/2025,male,1/1/1995,ID Card,Egyptian,43:17.0,B+,Resedential,709008,819051,502750977
66534762,1.0622E+17,1.01791E+15,,محمد الشريف,Active,3/3/2021,male,7/15/1959,ID Card,Egyptian,30:14.0,B+,Resedential,709008,819049,34249850
56656586,1.1424E+17,11013688275,,نورا السبيعي,Active,3/24/2020,female,1/20/1975,ID Card,Egyptian,46:48.0,B,Resedential,709008,819049,233444974
2200549728,1.1116E+17,1100547524,2.01991E+16,فاطمة الحربي,Active,12/13/2023,female,11/20/1943,ID Card,Egyptian,00:00.0,B+,Resedential,460005063,460005075,34910435
2205760460,1.09372E+17,1.01101E+15,,جميلة العتيبي,Active,7/29/2017,female,9/16/1963,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,573670979
2206735856,1.1374E+17,1106693545,,سارة العراقي,Active,9/11/2021,female,11/15/1993,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,504510361
88189020,1.1093E+17,1106586021,,سعيد المصري,Active,8/13/2023,male,12/22/1981,ID Card,Egyptian,25:57.0,A,Resedential,709008,819049,452825005
2205780834,1.15852E+17,1105738486,,هند التميمي,Active,2/2/2021,female,1/4/1982,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,225822157
76182151,1.1719E+17,1.01101E+15,,هند الحربي,Active,10/21/2024,female,9/11/2002,Passport,Indonesian,39:11.0,A,Resedential,709009,460465744,222603541
54113353,1.1601E+17,1.01101E+15,,سارة الحسيني,Active,12/15/2019,female,2/23/1988,ID Card,Egyptian,51:27.0,C+,Resedential,709010,819057,503727014
2206145152,1.14032E+17,1106102824,,ليلى السبيعي,Active,11/15/2017,female,11/21/1980,Commercial,Egyptian,00:00.0,B,Resedential,709008,819049,32923196
2206800728,1.11242E+17,1106758432,,إبراهيم العابد,Active,5/14/2018,male,8/31/1970,ID Card,Egyptian,00:00.0,B+,Resedential,709008,460465743,33323241
2207636259,1.13532E+17,1107595524,,جميلة العنزي,Active,12/7/2018,female,4/27/1985,ID Card,Egyptian,00:00.0,C+,Resedential,709008,819049,482188059
81981722,1.1937E+17,11039506623,,يوسف الهلالي,Active,7/18/2024,male,3/30/1996,ID Card,Egyptian,25:23.0,C+,Resedential,709008,819049,34300820
125867880,1.3711E+17,11057933209,,رنا الحربي,Active,10/1/2024,female,7/17/1974,ID Card,Egyptian,53:53.0,B+,Resedential,709008,819049,884831355
53246933,1.0305E+17,1.01101E+15,,أحمد العراقي,Active,11/3/2019,male,8/20/1972,ID Card,Egyptian,37:45.0,B+,Resedential,709008,819049,401914540
2201925936,1.15272E+17,1101881448,,ريم الدوسري,Active,5/16/2013,female,6/28/1985,ID Card,Egyptian,00:00.0,B,Resedential,709008,460465743,233659103
2201136237,1.12032E+17,1101091067,,رنا القحطاني,Active,8/15/2011,female,12/31/1955,Commercial,Egyptian,00:00.0,A,Resedential,709008,819051,220571506
2204939819,1.11222E+17,1104896810,,محمود الحربي,Active,12/8/2016,male,5/10/1981,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,235084248
136297422,1.3517E+17,11065888035,,مها الخطيب,Active,5/6/2025,female,4/19/2005,ID Card,Egyptian,59:23.0,C,Resedential,709008,460465743,552721754
120664402,1.1203E+17,1100467799,,محمد الخطيب,Suspended,5/10/2025,male,3/15/1966,ID Card,Egyptian,48:28.0,B+,Resedential,709008,819049,33640378
58819692,1.0281E+17,1.01791E+15,,سارة الهاشمي,Active,6/1/2020,female,5/7/1983,ID Card,Egyptian,45:40.0,B+,Resedential,709009,819053,504590074
69810678,1.1578E+17,11022969609,,رنا الدوسري,Active,5/28/2023,female,5/17/1970,ID Card,Egyptian,21:02.0,B,Resedential,709008,819049,132461486
63713145,1.1737E+17,11016995636,,ريم الحربي,Active,11/22/2020,female,10/13/1977,ID Card,Egyptian,01:51.0,B+,Resedential,709008,819051,33252177
68974930,1.2031E+17,1.01101E+15,,ريم الهلالي,Active,6/20/2024,female,5/15/1973,ID Card,Egyptian,48:22.0,B,Resedential,709008,819049,934536979
67423309,1.0767E+17,1.01101E+15,,محمد الأنصاري,Active,4/8/2021,male,3/23/1975,ID Card,Egyptian,25:21.0,B+,Resedential,709009,460465744,223307353
51302202,1.1005E+17,11010043161,,أحمد الحربي,Active,7/15/2019,male,2/11/1970,ID Card,Egyptian,11:13.0,B+,Resedential,709009,460465744,623427260
2203722984,1.06502E+17,1.01791E+15,,طارق العنزي,Active,4/26/2020,male,11/11/1971,ID Card,Egyptian,00:00.0,A,Resedential,709008,460467828,243012308
77982347,1.0456E+17,11014440019,,عبدالله المصري,Active,6/13/2024,male,10/1/1976,ID Card,Egyptian,48:47.0,C,Resedential,709010,819057,452911782
2205969782,1.12572E+17,1105927451,,هند الدوسري,Active,11/5/2017,female,9/22/1994,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,34311882
54876019,1.0441E+17,1.01101E+15,,ليلى الهلالي,Active,1/14/2020,female,1/4/1988,ID Card,Egyptian,57:50.0,A,Resedential,709008,819049,34867862
59793530,1.1607E+17,11015383521,,إبراهيم الغامدي,Active,7/1/2020,male,5/20/1996,ID Card,Egyptian,32:07.0,B,Resedential,709008,819049,402484620
78091953,1.1543E+17,1.01101E+15,,محمود الدوسري,Active,8/18/2022,male,7/24/2002,ID Card,Egyptian,47:55.0,B,Resedential,709008,819049,402383043
2206483133,1.13932E+17,1106440814,,مها القحطاني,Active,11/24/2022,female,6/5/1985,Passport,Egyptian,00:00.0,B,Resedential,709008,819049,553485955
73290615,1.1483E+17,11027237261,,عبدالله القحطاني,Active,9/18/2022,male,6/5/1986,ID Card,Egyptian,39:34.0,C+,Resedential,709008,819049,503469011
63755612,1.055E+17,1.01101E+15,,فاطمة الكردي,Active,11/24/2020,female,9/19/1976,ID Card,Egyptian,18:09.0,B+,Resedential,709009,819055,237623279
66318925,1.2035E+17,11019720990,,جميلة الجبوري,Active,4/13/2022,female,2/9/1968,ID Card,Egyptian,12:23.0,B+,Resedential,709008,819049,34935312
81382043,1.0729E+17,1.01101E+15,,نورا العتيبي,Active,1/29/2023,female,8/26/1982,ID Card,Egyptian,36:03.0,B+,Resedential,709009,460465744,235300912
95178245,1.1593E+17,11012743900,,فاطمة الأنصاري,Active,1/23/2024,female,11/1/1984,ID Card,Egyptian,31:25.0,C+,Resedential,709008,819049,242072624
64398184,1.1611E+17,11017719846,,سعيد المصري,Active,12/17/2020,male,3/29/1981,ID Card,Egyptian,32:08.0,B,Resedential,709008,819049,552193758
98277376,1.0355E+17,11022873434,,ليلى الجبوري,Suspended,3/18/2025,female,6/5/2003,ID Card,Egyptian,58:05.0,B+,Resedential,709009,819053,35451077
2206058911,1.14122E+17,1106016583,,رنا الغامدي,Active,10/25/2017,female,4/21/1976,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,238248990
58939183,1.0938E+17,11015019034,,محمود الشامي,Active,12/31/2022,male,8/5/1990,ID Card,Egyptian,47:06.0,B+,Resedential,709008,819049,33722961
69141470,1.1603E+17,1107035384,,سلمان العابد,Active,6/28/2021,male,12/26/1981,ID Card,Egyptian,07:04.0,B+,Resedential,709008,460465743,34291129
129713401,1.1792E+17,1.01791E+15,,رنا التميمي,Active,4/30/2025,female,11/4/1995,ID Card,Egyptian,18:47.0,B,Resedential,709008,819049,132425283
52013213,1.0181E+17,1.01101E+15,,محمود الحسيني,Suspended,2/13/2025,male,7/25/1985,ID Card,Egyptian,02:34.0,C,Resedential,709008,819049,822120157
93847865,1.2881E+17,1.01101E+15,,مها التميمي,Active,5/10/2024,female,4/21/1996,ID Card,Egyptian,02:12.0,C+,Resedential,709010,819057,962712273
75065709,1.1341E+17,1.01101E+15,,ريم الجبوري,Active,10/6/2024,female,1/2/1998,ID Card,Egyptian,39:14.0,B+,Resedential,709008,819049,861995725
63053475,1.1317E+17,1101337913,,سارة القحطاني,Active,11/1/2020,female,1/1/1994,ID Card,Egyptian,32:20.0,B+,Resedential,709008,819049,33206544
51499078,1.0054E+17,1.01101E+15,,أحمد التميمي,Active,4/12/2024,male,5/24/1978,ID Card,Egyptian,57:14.0,B+,Resedential,709008,819049,482442930
1202605111,1.0028E+17,1.01101E+15,5202907353,رنا الدوسري,Active,4/30/2025,female,10/1/1990,ID Card,Egyptian,03:16.0,A+,Resedential,460473729,460473731,504743939
84003802,1.1414E+17,1.01101E+15,,إبراهيم العراقي,Active,4/30/2023,male,4/30/1985,ID Card,Egyptian,17:43.0,B,Resedential,709009,819055,237103656
78260063,1.246E+17,1.01791E+15,,سلمان العنزي,Active,8/25/2022,male,1/1/2006,ID Card,Egyptian,50:32.0,C+,Resedential,460471251,460471231,246108634
2205363088,1.12622E+17,1105320718,,محمود الهلالي,Active,3/29/2017,male,2/1/1993,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,453355142
87582171,1.2487E+17,11043826683,,ليلى المصري,Active,7/31/2023,female,5/29/1965,ID Card,Egyptian,45:33.0,B+,Resedential,709009,819053,623371638
65402294,1.1469E+17,11018305326,,مها العنزي,Active,4/23/2024,female,11/26/1981,ID Card,Egyptian,46:19.0,B+,Resedential,709008,819049,236991094
2203968663,1.14402E+17,1103925361,,ليلى الجبوري,Active,1/10/2016,female,9/19/1971,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,863886318
129018618,1.1007E+17,11060117971,,محمود الدوسري,Active,11/25/2024,male,10/10/1995,ID Card,Egyptian,11:34.0,C+,Resedential,709009,819053,623438775
96403676,1.0539E+17,11042025663,2.01991E+16,محمد التميمي,Active,4/11/2025,male,10/16/1974,ID Card,Egyptian,25:02.0,B+,Resedential,460465794,460465798,225289400
2200877341,1.15262E+17,1100874447,,جميلة الأنصاري,Active,1/2/2020,female,1/6/1982,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,242068099
2202507416,1.12362E+17,1102463264,,إبراهيم الهلالي,Active,4/12/2020,male,6/10/1981,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,663644092
2206471949,1.03112E+17,1.01101E+15,,سلمان العابد,Active,2/14/2018,male,7/11/1965,ID Card,Egyptian,00:00.0,A+,Resedential,709008,819051,222588978
85346825,1.2256E+17,11030197188,,شهد المصري,Suspended,1/2/2025,female,12/9/1994,ID Card,Egyptian,02:50.0,B+,Resedential,709008,460465743,482094262
2204621553,1.13002E+17,1104578472,,هند الحربي,Suspended,4/27/2025,female,7/2/1981,ID Card,Egyptian,00:00.0,B,Resedential,709008,460465743,228810143
55848962,1E+17,1.01101E+15,,إبراهيم القحطاني,Active,4/17/2024,male,12/14/1964,ID Card,Egyptian,45:13.0,C,Resedential,709008,819049,33080164
2203074336,1.01062E+17,1.01101E+15,,ليلى الكردي,Active,3/17/2015,female,5/17/1966,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,223342154
74599904,1.1474E+17,1.01101E+15,,طارق الكردي,Active,2/17/2022,male,10/26/1982,ID Card,Egyptian,33:23.0,B,Resedential,709008,819049,503672784
64417069,1.0267E+17,1.01101E+15,,مها القحطاني,Active,12/18/2020,female,1/25/1982,ID Card,Egyptian,00:00.0,A,Resedential,709008,819049,663598386
2200823249,1.16522E+17,1100820473,,هند الشامي,Active,5/19/2010,female,11/14/1981,Passport,Egyptian,00:00.0,B+,Resedential,709008,819049,224390108
62380180,1.1459E+17,1.01101E+15,,ريم الدوسري,Active,12/31/2024,female,3/1/2001,ID Card,Egyptian,46:34.0,B,Resedential,709008,819049,952600156
77974993,1.1106E+17,11035122987,2.01991E+16,سارة العتيبي,Active,4/7/2025,female,12/12/2000,ID Card,Egyptian,00:41.0,A,Resedential,460473791,460473793,452535499
2207554289,1.01612E+17,1.01101E+15,,خالد التميمي,Active,11/19/2018,male,12/26/1967,ID Card,Egyptian,00:00.0,A,Resedential,709008,819051,35445117
81532903,1.2123E+17,11039215084,,سارة الأنصاري,Active,2/5/2023,female,1/5/1991,ID Card,Egyptian,45:12.0,B+,Resedential,709008,819049,573780410
2205547473,1.11462E+17,1105505114,,سعيد الأنصاري,Active,7/5/2023,male,6/6/1982,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819051,227218596
2207894606,1.14362E+17,1107854107,,ليلى التميمي,Active,2/8/2019,female,8/13/1979,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819051,225159938
2205560802,1.13222E+17,1105518442,,سارة الحربي,Active,5/30/2017,female,2/11/1977,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,237890285
2204348700,1.12192E+17,1104305559,,رنا الهلالي,Active,5/30/2016,female,5/7/1974,ID Card,Egyptian,00:00.0,B+,Resedential,709009,460465744,573359160
131397532,1.2881E+17,1.03401E+12,,عبدالله الحربي,Active,1/13/2025,male,2/19/1991,ID Card,Egyptian,35:34.0,C+,Resedential,709008,460477653,223052481
2206221259,1.15122E+17,1106178933,,هند الدوسري,Active,12/7/2017,female,9/26/1972,ID Card,Egyptian,00:00.0,A,Resedential,709008,819049,552767509
74226445,1.0013E+17,11028193448,,جميلة القحطاني,Active,2/2/2022,female,,Commercial,Egyptian,57:44.0,A+,Resedential,709009,819067,228033848
54249765,1.0294E+17,1.01101E+15,,سارة الحسيني,Active,5/22/2021,female,11/20/1982,ID Card,Egyptian,27:25.0,B,Resedential,709008,460465743,236954489
130554630,1.1036E+17,11015532872,,طارق الخطيب,Active,12/25/2024,male,6/18/1986,ID Card,Egyptian,16:37.0,A,Resedential,709008,460465743,237458136
61716824,1.2014E+17,1.01791E+15,,ريم العنزي,Active,8/25/2023,female,11/22/1998,ID Card,Egyptian,43:37.0,B+,Resedential,709009,819055,452842467
85209481,1.0902E+17,11042165434,,هند العتيبي,Suspended,2/19/2025,female,2/18/1997,ID Card,Egyptian,48:43.0,C+,Resedential,709008,819049,932083555
90279503,1.2615E+17,11045652306,,طارق التميمي,Active,12/19/2024,male,7/24/2003,ID Card,Egyptian,37:18.0,B+,Resedential,709009,819053,222478293
79350331,1.1847E+17,1.01101E+15,,طارق المصري,Active,10/19/2022,male,9/8/1988,ID Card,Egyptian,34:54.0,B,Resedential,709008,819049,884501094
73852800,1.1309E+17,11027836597,,محمود الحسيني,Active,1/17/2022,male,1/1/1987,ID Card,Egyptian,47:34.0,B,Resedential,709008,819049,473193346
54124996,1.0991E+17,1.01101E+15,,أحمد التميمي,Active,4/13/2024,male,6/1/1995,ID Card,Egyptian,53:18.0,B,Resedential,709008,819049,235371871
78886566,1.0866E+17,1.01791E+15,,أحمد الهلالي,Active,10/31/2023,male,10/31/1989,ID Card,Egyptian,42:24.0,B+,Resedential,709008,819049,224431262
2206220833,1.13362E+17,1106178507,,ريم الخطيب,Active,6/29/2024,female,9/30/2000,ID Card,Egyptian,00:00.0,A,Resedential,709010,819057,404627049
62446442,1.0678E+17,1.01101E+15,,فاطمة السبيعي,Active,10/12/2020,female,8/10/1976,ID Card,Egyptian,18:04.0,B+,Resedential,709008,819049,401925486
73038943,1.1729E+17,11017712203,,ريم القحطاني,Active,12/9/2021,female,9/20/1974,Passport,Palestinian,49:14.0,A,Resedential,709008,460465743,220699352
2204190233,1.13982E+17,1104147069,,سارة العراقي,Active,10/18/2016,female,6/19/1989,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,35633786
84451635,1.1403E+17,1107613324,,رنا الحربي,Active,5/3/2025,female,7/1/1989,ID Card,Egyptian,54:18.0,B,Resedential,709008,819051,822415284
64655336,1.035E+17,11011621279,,فاطمة الحربي,Active,12/27/2020,female,10/17/1946,ID Card,Egyptian,33:14.0,B+,Resedential,709008,819049,238698204
50733867,1.1004E+17,11009578628,,جميلة العراقي,Active,6/10/2019,female,10/6/1987,ID Card,Egyptian,00:59.0,B+,Resedential,709008,819049,35666697
66723479,1.0503E+17,11020376867,,شهد الحربي,Active,3/10/2021,female,10/30/1981,ID Card,Egyptian,53:56.0,B+,Resedential,709008,460465743,34266067
2202383777,1.12142E+17,1102339528,,إبراهيم الهلالي,Active,10/28/2016,male,6/21/1989,Commercial,Egyptian,00:00.0,B,Resedential,709008,819049,132453775
65139019,1.068E+17,11018164896,,إبراهيم الشامي,Active,10/25/2022,male,3/15/1998,ID Card,Egyptian,18:35.0,B,Resedential,709008,819049,133248228
97381706,1.352E+17,11051726323,,محمود الشامي,Active,3/20/2024,male,4/25/1981,ID Card,Egyptian,46:03.0,B+,Resedential,709009,819055,238525327
124952804,1.1136E+17,1107149164,,هند الشامي,Active,9/12/2024,female,10/1/1982,ID Card,Egyptian,18:02.0,A,Resedential,709010,460465745,33752203
86377810,1.2476E+17,11043050482,,أحمد الحسيني,Active,6/26/2023,male,2/17/1975,ID Card,Egyptian,42:43.0,B+,Resedential,709008,460465743,225798893
72786318,1.0443E+17,1.01101E+15,,محمود الجبوري,Active,3/24/2025,male,2/12/1986,ID Card,Egyptian,53:43.0,C+,Resedential,709009,819053,243977403
52266311,1.0985E+17,11010772355,,سلمان العنزي,Suspended,2/8/2025,male,7/7/1982,ID Card,Egyptian,26:00.0,C,Resedential,709008,819051,237871789
52310861,1.0489E+17,11010807002,,شهد الحسيني,Active,9/17/2019,female,7/19/1964,ID Card,Egyptian,57:35.0,B+,Resedential,709008,819051,464640253
121503453,1.0886E+17,11008979615,,ريم الأنصاري,Active,4/27/2025,female,8/6/1968,ID Card,Egyptian,07:11.0,B,Resedential,709008,819049,233417585
126693790,1.1291E+17,1108076037,,جميلة الخطيب,Active,10/16/2024,female,8/27/1977,ID Card,Egyptian,13:53.0,A,Resedential,709009,819053,653237701
2202411034,1.15912E+17,1102366812,,ريم الحسيني,Active,7/16/2023,female,9/7/1957,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,227448842
87050942,1.0867E+17,1.01791E+15,,ليلى التميمي,Active,7/17/2023,female,4/21/1999,ID Card,Egyptian,48:43.0,A,Resedential,709008,819051,33164786
65593549,1.1014E+17,1.01101E+15,,فاطمة الأنصاري,Active,4/9/2025,female,5/11/1987,ID Card,Egyptian,44:09.0,C+,Resedential,709008,819049,402030451
79663630,1.1848E+17,11036736609,,طارق العابد,Active,11/5/2022,male,12/5/1997,ID Card,Egyptian,44:21.0,B+,Resedential,709009,460465744,35448371
63657869,1.0615E+17,1.01101E+15,,شهد العنزي,Active,11/21/2020,female,6/22/1976,ID Card,Egyptian,06:14.0,B+,Resedential,709010,460465745,233638649
2205175949,1.16492E+17,1105132950,3199903486,طارق الحربي,Active,11/24/2019,male,3/3/1903,Passport,Egyptian,00:00.0,B+,Non-Resedential,709008,819051,223179083
1200338200,1.0626E+17,1.01101E+15,5202903701,إبراهيم الخطيب,Suspended,3/27/2025,male,10/1/1981,ID Card,Egyptian,24:14.0,A,Resedential,919012,929012,552898571
58604328,1.1895E+17,11014878622,,هند الكردي,Active,5/17/2020,female,3/31/1965,ID Card,Egyptian,31:38.0,B+,Resedential,709009,460465744,248146935
67245069,1.0511E+17,11021139125,,عبدالله الخطيب,Suspended,4/5/2025,male,1/1/1994,Passport,Yemeni,46:53.0,C+,Resedential,709008,819049,237118195
2206000070,1.12692E+17,1105957739,,هند الشامي,Active,8/15/2024,female,9/27/1987,ID Card,Egyptian,00:00.0,B+,Resedential,709008,460465743,228646702
2207283176,1.11022E+17,1107241950,,خالد الشريف,Active,2/8/2023,male,6/19/1990,ID Card,Egyptian,00:00.0,B+,Resedential,709008,460465743,133275290
65963387,1.0616E+17,11011839849,,يوسف الحسيني,Active,2/22/2025,male,8/1/1999,ID Card,Egyptian,52:17.0,B,Resedential,709008,819049,33527109
96453930,1.1847E+17,1.01791E+15,2.01991E+16,سعيد العابد,Active,2/25/2024,male,1/18/1955,ID Card,Egyptian,58:02.0,A,Resedential,460473729,460473731,464003329
2207739338,1.09642E+17,1.01101E+15,,يوسف الهلالي,Active,12/30/2018,male,7/26/1963,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,824373770
2200358336,1.12662E+17,1100356328,,جميلة الدوسري,Active,8/12/2008,female,1/1/1900,Passport,Egyptian,00:00.0,B,Resedential,709008,819049,35667800
2206945370,1.00422E+17,1.01101E+15,,إبراهيم الهاشمي,Active,7/9/2018,male,5/19/1969,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819051,554329284
126109269,1.3539E+17,11057897760,,ليلى الهلالي,Active,10/3/2024,female,1/3/1979,ID Card,Egyptian,11:02.0,B+,Resedential,709008,819049,974431581
2207046046,1.11232E+17,1107004191,,فاطمة الجبوري,Active,7/16/2018,female,6/14/1986,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,503475113
69675378,1.2021E+17,11015588653,,خالد الغامدي,Active,7/25/2021,male,8/11/1981,ID Card,Egyptian,54:32.0,B+,Resedential,709008,460465743,223807617
2202919566,1.11402E+17,1102875548,,فاطمة العابد,Active,2/13/2015,female,10/2/1984,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,572078083
2206819169,1.15902E+17,1106776891,,رنا الجبوري,Active,10/23/2023,female,11/1/1984,ID Card,Egyptian,00:00.0,B,Resedential,709008,819049,884400948
99871580,1.3602E+17,11053832892,,عبدالله الهاشمي,Suspended,2/27/2025,male,1/7/1990,ID Card,Egyptian,11:24.0,C+,Resedential,709008,819049,973431060
2204047102,1.16472E+17,1104003828,,ريم السبيعي,Active,2/14/2016,female,12/20/1963,ID Card,Egyptian,00:00.0,B+,Resedential,709008,819049,503943478
2205980544,1.15422E+17,1105938213,,مها الحسيني,Active,10/1/2017,female,3/3/1961,ID Card,Egyptian,00:00.0,C,Resedential,709008,819049,34714024
121013254,1.3484E+17,11054556357,,يوسف الخطيب,Active,6/20/2024,male,8/8/1999,ID Card,Egyptian,40:24.0,B+,Resedential,709008,819049,934810103
